"","Country","Status","HIV.AIDS","Income.composition.of.resources","Adult.Mortality","under.five.deaths","thinness.5.9.years","Diphtheria","Schooling","Life.expectancy","continent","class"
"2313","Singapore",1,0.1,0.873,65,0,2,97,14.1,81.1,"Asia",1
"2314","Singapore",1,0.1,0.839,66,0,2,95,13.9,82.09,"Asia",1
"2315","Singapore",1,0.1,0.821,69,0,2,96,12.6,82,"Asia",1
"2316","Singapore",1,0.1,0.82,71,0,2,95,12.7,79.7,"Asia",1
"2317","Singapore",1,0.1,0.819,73,0,2,96,12.7,79.3,"Asia",1
"2318","Singapore",1,0.1,0.818,74,0,2,94,12.6,79,"Asia",1
"2319","Singapore",1,0.1,0.82,76,0,2,96,12.7,78.7,"Asia",1
"2320","Singapore",1,0.1,0.81,78,0,2,98,12.5,78.3,"Asia",1
"2321","Slovakia",1,0.1,0.842,19,0,1.2,96,15,76.7,"Europe",1
"2322","Slovakia",1,0.1,0.841,113,0,1.2,97,15.1,76.4,"Europe",1
"2323","Slovakia",1,0.1,0.838,114,0,1.3,98,15,76.1,"Europe",1
"2324","Slovakia",1,0.1,0.835,118,0,1.3,99,15,75.8,"Europe",1
"2325","Slovakia",1,0.1,0.829,122,0,1.3,99,15,75.6,"Europe",1
"2326","Slovakia",1,0.1,0.822,124,0,1.3,99,15,75.1,"Europe",1
"2327","Slovakia",1,0.1,0.82,131,0,1.4,99,14.9,75,"Europe",1
"2328","Slovakia",1,0.1,0.813,136,0,1.4,99,14.8,74.7,"Europe",1
"2329","Slovakia",1,0.1,0.802,14,0,1.4,99,14.5,74.4,"Europe",1
"2330","Slovakia",1,0.1,0.793,138,0,1.5,99,14.3,74.3,"Europe",1
"2331","Slovakia",1,0.1,0.784,141,0,1.5,99,14,74,"Europe",1
"2332","Slovakia",1,0.1,0.776,138,0,1.5,99,13.8,74.1,"Europe",1
"2333","Slovakia",1,0.1,0.771,144,0,1.6,99,13.6,73.8,"Europe",1
"2334","Slovakia",1,0.1,0.763,145,0,1.6,99,13.3,73.7,"Europe",1
"2335","Slovakia",1,0.1,0.763,145,1,1.6,99,13.3,73.3,"Europe",1
"2336","Slovakia",1,0.1,0.761,147,1,1.7,99,13,73,"Europe",1
"2337","Slovenia",1,0.1,0.888,74,0,1.3,95,16.99,82.09,"Europe",1
"2338","Slovenia",1,0.1,0.888,76,0,1.4,95,16.99,82.09,"Europe",1
"2339","Slovenia",1,0.1,0.878,78,0,1.4,95,16.8,82.09,"Europe",1
"2340","Slovenia",1,0.1,0.877,81,0,1.5,96,16.8,82,"Europe",1
"2341","Slovenia",1,0.1,0.876,84,0,1.6,96,16.99,79.8,"Europe",1
"2342","Slovenia",1,0.1,0.872,87,0,1.6,96,16.9,79.5,"Europe",1
"2343","Slovenia",1,0.1,0.873,12,0,1.7,96,16.9,79.1,"Europe",1
"2344","Slovenia",1,0.1,0.869,96,0,1.7,97,16.9,78.9,"Europe",1
"2345","Slovenia",1,0.1,0.865,12,0,1.8,97,16.8,78.3,"Europe",1
"2346","Slovenia",1,0.1,0.858,17,0,1.9,97,16.7,78.1,"Europe",1
"2347","Slovenia",1,0.1,0.853,14,0,2,95,16.3,77.5,"Europe",1
"2348","Slovenia",1,0.1,0.85,113,0,2,94,16.6,77.2,"Europe",1
"2349","Slovenia",1,0.1,0.843,119,0,2.1,95,16.1,76.5,"Europe",1
"2350","Slovenia",1,0.1,0.835,117,0,2.2,93,15.6,76.6,"Europe",1
"2351","Slovenia",1,0.1,0.824,124,0,2.2,92,14.7,76.2,"Europe",1
"2352","Slovenia",1,0.1,0.818,122,0,2.3,91,14.6,76,"Europe",1
"2353","Solomon Islands",0,0.1,0.514,177,0,1.2,98,9.6,69.2,"Oceania",0
"2354","Solomon Islands",0,0.1,0.512,183,0,1.2,88,9.6,68.8,"Oceania",0
"2355","Solomon Islands",0,0.1,0.509,182,0,1.2,94,9.5,68.8,"Oceania",0
"2356","Solomon Islands",0,0.1,0.505,184,0,1.2,99,9.4,68.7,"Oceania",0
"2357","Solomon Islands",0,0.1,0.497,186,0,1.2,99,9.4,68.5,"Oceania",0
"2358","Solomon Islands",0,0.1,0.492,188,0,1.2,65,9.3,68.3,"Oceania",0
"2359","Solomon Islands",0,0.1,0.494,192,0,1.2,92,9.3,68.1,"Oceania",0
"2360","Solomon Islands",0,0.1,0.489,193,0,1.2,89,9.2,68,"Oceania",0
"2361","Solomon Islands",0,0.1,0.482,12,0,1.2,65,9,67.6,"Oceania",0
"2362","Solomon Islands",0,0.1,0.47,12,0,1.3,99,8.4,67.6,"Oceania",0
"2363","Solomon Islands",0,0.1,0.465,24,0,1.3,89,8.3,67.4,"Oceania",0
"2364","Solomon Islands",0,0.1,0.459,29,0,1.3,65,8.1,67.1,"Oceania",0
"2365","Solomon Islands",0,0.1,0.453,215,0,1.3,84,8,66.8,"Oceania",0
"2366","Solomon Islands",0,0.1,0.446,22,0,1.4,78,7.3,66.5,"Oceania",0
"2367","Solomon Islands",0,0.1,0.442,227,0,1.4,84,6.8,66.2,"Oceania",0
"2368","Solomon Islands",0,0.1,0.455,235,0,1.4,86,7.2,65.8,"Oceania",0
"2374","Somalia",0,0.8,0.7,336,80,6.8,65,12.7,52.6,"Africa",0
"2375","Somalia",0,0.8,0.7,335,80,6.9,65,12.5,52.6,"Africa",0
"2378","Somalia",0,0.9,0.682,337,80,7.2,65,12.3,52.6,"Africa",0
"2379","Somalia",0,0.9,0.658,334,80,7.3,65,12.1,52.6,"Africa",0
"2385","South Africa",0,1,0.665,328,52,5.3,75,13,62.9,"Africa",0
"2386","South Africa",0,1,0.66,347,52,5.9,77,13,62,"Africa",0
"2387","South Africa",0,1,0.652,371,54,6.5,73,12.8,69,"Africa",0
"2388","South Africa",0,1,0.644,48,56,7.3,65,12.8,59.2,"Africa",0
"2389","South Africa",0,1,0.638,383,58,8,69,12.8,58.9,"Africa",0
"2392","South Africa",0,1,0.616,383,75,1.7,79,12.9,55.3,"Africa",0
"2393","South Africa",0,1,0.612,383,79,11.3,82,12.9,54.5,"Africa",0
"2394","South Africa",0,1,0.609,383,80,11.3,82,12.9,54,"Africa",0
"2395","South Africa",0,1,0.609,383,80,11.3,79,12.9,53.8,"Africa",0
"2396","South Africa",0,1,0.611,383,80,11.3,74,12.9,53.7,"Africa",0
"2397","South Africa",0,1,0.613,383,80,11.3,69,12.9,54,"Africa",0
"2401","South Sudan",0,1,0.421,332,39,3.4,65,6.8,57.3,"Africa",0
"2402","South Sudan",0,1,0.421,343,39,3.4,65,6.8,56.6,"Africa",0
"2403","South Sudan",0,1,0.417,345,40,3.3,65,6.8,56.4,"Africa",0
"2406","South Sudan",0,1,0.286,359,41,3.3,93.5,6.8,55,"Africa",0
"2407","South Sudan",0,1,0.286,369,42,3.3,93.5,6.8,54.3,"Africa",0
"2408","South Sudan",0,1,0.286,377,42,3.4,93,6.8,53.6,"Africa",0
"2409","South Sudan",0,1,0.286,381,43,3.4,93,6.8,53.1,"Africa",0
"2410","South Sudan",0,1,0.286,383,43,3.5,92.5,6.8,52.6,"Africa",0
"2411","South Sudan",0,1,0.286,383,44,3.4,93,6.8,52.6,"Africa",0
"2412","South Sudan",0,1,0.286,383,45,3.4,89,6.8,52.6,"Africa",0
"2413","South Sudan",0,1,0.286,383,46,3.3,91,6.8,58,"Africa",0
"2414","South Sudan",0,1,0.286,382,48,3.3,88,6.8,52.6,"Africa",0
"2415","South Sudan",0,1,0.286,381,49,3.3,89,6.8,52.6,"Africa",0
"2416","South Sudan",0,1,0.286,38,50,3.4,86,6.8,52.6,"Africa",0
"2417","Spain",1,0.1,0.882,56,1,0.5,97,16.99,82.09,"Europe",1
"2418","Spain",1,0.1,0.877,58,1,0.5,97,16.99,82.09,"Europe",1
"2419","Spain",1,0.1,0.874,12,2,0.5,96,16.99,82.09,"Europe",1
"2422","Spain",1,0.1,0.86,64,2,0.5,97,16.4,81.9,"Europe",1
"2423","Spain",1,0.1,0.858,66,2,0.5,96,16.3,81.6,"Europe",1
"2424","Spain",1,0.1,0.854,12,2,0.5,97,16.1,81.3,"Europe",1
"2425","Spain",1,0.1,0.849,72,2,0.5,96,16,82.09,"Europe",1
"2426","Spain",1,0.1,0.844,73,2,0.5,98,15.9,82.09,"Europe",1
"2427","Spain",1,0.1,0.837,77,2,0.5,96,15.8,81,"Europe",1
"2428","Spain",1,0.1,0.833,79,2,0.5,97,15.6,81,"Europe",1
"2429","Spain",1,0.1,0.83,83,2,0.5,98,15.6,79.4,"Europe",1
"2430","Spain",1,0.1,0.828,83,2,0.5,98,15.7,79.5,"Europe",1
"2431","Spain",1,0.1,0.825,84,2,0.5,96,15.7,79.4,"Europe",1
"2432","Spain",1,0.1,0.82,86,2,0.5,95,15.7,79.1,"Europe",1
"2436","Sri Lanka",0,0.1,0.752,143,4,11.3,99,13.7,74.5,"Asia",1
"2437","Sri Lanka",0,0.1,0.746,141,4,11.3,99,13.6,74.5,"Asia",1
"2438","Sri Lanka",0,0.1,0.739,138,4,11.3,99,13.5,74.5,"Asia",1
"2439","Sri Lanka",0,0.1,0.735,183,4,11.3,97,13.4,71.8,"Asia",1
"2440","Sri Lanka",0,0.1,0.731,172,4,11.3,98,13.3,72.3,"Asia",1
"2441","Sri Lanka",0,0.1,0.725,146,5,11.3,98,13.2,73.7,"Asia",1
"2442","Sri Lanka",0,0.1,0.718,145,5,11.3,98,13.1,73.8,"Asia",1
"2443","Sri Lanka",0,0.1,0.712,138,5,11.3,99,12.9,74.2,"Asia",1
"2444","Sri Lanka",0,0.1,0.705,197,10,11.3,97,12.8,69.1,"Asia",0
"2445","Sri Lanka",0,0.1,0.697,146,5,11.3,99,12.7,73.9,"Asia",1
"2446","Sri Lanka",0,0.1,0.699,149,5,11.3,98,12.6,73.7,"Asia",1
"2447","Sri Lanka",0,0.1,0.686,16,6,11.3,98,12.5,72.7,"Asia",1
"2450","Sudan",0,0.3,0.485,229,80,3.4,94,7.2,63.8,"Africa",0
"2454","Sudan",0,0.3,0.461,243,80,3.3,65,7,62.5,"Africa",0
"2455","Sudan",0,0.3,0.456,248,80,3.3,81,6.8,62,"Africa",0
"2456","Sudan",0,0.3,0.444,251,80,3.4,86,6.8,61.8,"Africa",0
"2457","Sudan",0,0.3,0.44,254,80,3.4,84,6.8,61.4,"Africa",0
"2458","Sudan",0,0.2,0.43,26,80,3.5,78,6.8,61,"Africa",0
"2465","Suriname",0,0.4,0.723,176,0,3.5,89,12.7,71.6,"Americas",1
"2466","Suriname",0,0.4,0.722,178,0,3.5,85,12.7,71.4,"Americas",1
"2467","Suriname",0,0.4,0.719,179,0,3.5,86,12.7,71.2,"Americas",1
"2468","Suriname",0,0.9,0.708,178,0,3.4,84,12.7,71.3,"Americas",1
"2469","Suriname",0,0.1,0.704,187,0,3.4,86,12.5,76,"Americas",1
"2470","Suriname",0,0.5,0.7,19,0,3.4,96,12.3,73,"Americas",1
"2471","Suriname",0,0.6,0.696,196,0,3.4,87,12.1,70,"Americas",0
"2472","Suriname",0,1,0.691,196,0,3.4,85,11.9,69.8,"Americas",0
"2473","Suriname",0,0.8,0.684,22,0,3.4,84,11.7,69.5,"Americas",0
"2474","Suriname",0,0.6,0.678,199,0,3.4,84,11.5,69.3,"Americas",0
"2475","Suriname",0,0.6,0.672,25,0,3.4,83,11.3,68.9,"Americas",0
"2476","Suriname",0,0.9,0.286,214,0,3.5,85,11.1,68.3,"Americas",0
"2477","Suriname",0,1,0.286,223,0,3.5,75,10.9,68,"Americas",0
"2478","Suriname",0,1,0.286,221,0,3.5,73,11,67.9,"Americas",0
"2479","Suriname",0,1,0.286,219,0,3.5,68,11,67.7,"Americas",0
"2480","Suriname",0,0.4,0.286,224,0,3.6,71,11.1,67.4,"Americas",0
"2481","Swaziland",0,1,0.541,373,3,4.1,65,11.4,58.9,"Africa",0
"2482","Swaziland",0,1,0.541,382,3,4.3,98,11.4,58.4,"Africa",0
"2483","Swaziland",0,1,0.539,383,3,4.6,98,11.4,57.6,"Africa",0
"2484","Swaziland",0,1,0.534,383,3,4.9,95,11.3,56.5,"Africa",0
"2485","Swaziland",0,1,0.526,383,3,5.2,91,11.2,55,"Africa",0
"2486","Swaziland",0,1,0.523,383,4,5.6,89,11,53.6,"Africa",0
"2487","Swaziland",0,1,0.519,46,4,5.9,88,10.8,52.6,"Africa",0
"2488","Swaziland",0,1,0.514,383,4,6.3,88,10.6,52.6,"Africa",0
"2489","Swaziland",0,1,0.508,51,4,6.7,87,10.5,52.6,"Africa",0
"2490","Swaziland",0,1,0.502,383,4,7.1,87,9.9,52.6,"Africa",0
"2491","Swaziland",0,1,0.495,63,4,7.5,86,9.7,52.6,"Africa",0
"2492","Swaziland",0,1,0.492,69,4,7.9,86,9.4,52.6,"Africa",0
"2493","Swaziland",0,1,0.493,12,4,8.4,85,9.1,52.6,"Africa",0
"2494","Swaziland",0,1,0.502,383,4,8.8,85,9.2,52.6,"Africa",0
"2495","Swaziland",0,1,0.506,383,4,9.2,84,9.3,52.6,"Africa",0
"2496","Swaziland",0,1,0.516,383,4,9.6,84,9.4,52.6,"Africa",0
"2497","Sweden",1,0.1,0.894,53,0,1.4,98,15.9,82.09,"Europe",1
"2498","Sweden",1,0.1,0.894,54,0,1.3,98,15.8,82.09,"Europe",1
"2499","Sweden",1,0.1,0.894,57,0,1.3,98,15.8,81.9,"Europe",1
"2500","Sweden",1,0.1,0.894,57,0,1.3,98,15.8,81.7,"Europe",1
"2501","Sweden",1,0.1,0.894,58,0,1.3,98,16,81.7,"Europe",1
"2502","Sweden",1,0.1,0.894,58,0,1.3,98,15.8,81.5,"Europe",1
"2503","Sweden",1,0.1,0.894,62,0,1.3,98,15.8,81.4,"Europe",1
"2504","Sweden",1,0.1,0.894,62,0,1.3,98,15.7,81.1,"Europe",1
"2505","Sweden",1,0.1,0.894,63,0,1.3,98,15.8,82.09,"Europe",1
"2506","Sweden",1,0.1,0.892,64,0,1.3,98,15.9,82.09,"Europe",1
"2507","Sweden",1,0.1,0.89,66,0,1.3,98,16,82.09,"Europe",1
"2508","Sweden",1,0.1,0.888,12,0,1.3,99,16,82.09,"Europe",1
"2509","Sweden",1,0.1,0.882,69,0,1.3,99,15.9,82,"Europe",1
"2510","Sweden",1,0.1,0.88,71,0,1.3,99,15.9,79.9,"Europe",1
"2511","Sweden",1,0.1,0.877,73,0,1.3,99,15.9,79.8,"Europe",1
"2512","Sweden",1,0.1,0.873,73,0,1.3,99,15.9,79.6,"Europe",1
"2513","Switzerland",1,0.1,0.894,49,0,0.5,97,16,82.09,"Europe",1
"2514","Switzerland",1,0.1,0.894,51,0,0.5,96,15.9,82.09,"Europe",1
"2515","Switzerland",1,0.1,0.894,52,0,0.5,96,15.8,82.09,"Europe",1
"2516","Switzerland",1,0.1,0.894,54,0,0.5,96,15.7,82.09,"Europe",1
"2517","Switzerland",1,0.1,0.894,55,0,0.5,96,15.6,82.09,"Europe",1
"2518","Switzerland",1,0.1,0.894,57,0,0.5,95,15.4,82.09,"Europe",1
"2519","Switzerland",1,0.1,0.894,12,0,0.5,95,15.3,82.09,"Europe",1
"2522","Switzerland",1,0.1,0.894,65,0,0.5,94,15.2,81.5,"Europe",1
"2523","Switzerland",1,0.1,0.894,66,0,0.5,94,15.2,81.1,"Europe",1
"2524","Switzerland",1,0.1,0.894,69,0,0.5,93,15.1,81,"Europe",1
"2525","Switzerland",1,0.1,0.889,72,0,0.5,93,15,82.09,"Europe",1
"2526","Switzerland",1,0.1,0.89,74,0,0.5,93,15.2,82.09,"Europe",1
"2527","Switzerland",1,0.1,0.888,75,0,0.5,93,15.2,82,"Europe",1
"2528","Switzerland",1,0.1,0.879,78,0,0.5,93,15.1,79.7,"Europe",1
"2529","Syrian Arab Republic",0,0.1,0.553,293,8,6.1,65,9,64.5,"Asia",0
"2530","Syrian Arab Republic",0,0.1,0.575,294,8,6.1,65,9,64.4,"Asia",0
"2531","Syrian Arab Republic",0,0.1,0.635,37,9,6.1,65,13,63.6,"Asia",0
"2532","Syrian Arab Republic",0,0.1,0.645,32,9,6.1,65,12.5,62.8,"Asia",0
"2533","Syrian Arab Republic",0,0.1,0.646,163,8,6.1,72,12,71.7,"Asia",1
"2534","Syrian Arab Republic",0,0.1,0.65,127,9,6.1,65,11.7,73.7,"Asia",1
"2535","Syrian Arab Republic",0,0.1,0.648,124,9,6.2,65,11.8,73.8,"Asia",1
"2536","Syrian Arab Republic",0,0.1,0.651,122,9,6.2,79,11.6,73.8,"Asia",1
"2537","Syrian Arab Republic",0,0.1,0.644,121,9,6.2,65,11.5,73.8,"Asia",1
"2538","Syrian Arab Republic",0,0.1,0.636,123,10,6.3,65,11.4,73.7,"Asia",1
"2539","Syrian Arab Republic",0,0.1,0.624,127,10,6.3,65,11,73.5,"Asia",1
"2540","Syrian Arab Republic",0,0.1,0.61,131,10,6.3,81,10.6,73.2,"Asia",1
"2541","Syrian Arab Republic",0,0.1,0.599,134,11,6.4,83,10.3,73,"Asia",1
"2542","Syrian Arab Republic",0,0.1,0.596,135,11,6.5,84,10.2,72.8,"Asia",1
"2543","Syrian Arab Republic",0,0.1,0.589,135,11,6.5,82,10.1,72.7,"Asia",1
"2544","Syrian Arab Republic",0,0.1,0.588,136,12,6.6,84,10,72.6,"Asia",1
"2545","Tajikistan",0,0.2,0.625,161,11,3.7,96,11.3,69.7,"Asia",0
"2546","Tajikistan",0,0.2,0.622,162,11,3.7,97,11.3,69.6,"Asia",0
"2547","Tajikistan",0,0.2,0.617,163,11,3.7,96,11.2,69.3,"Asia",0
"2548","Tajikistan",0,0.2,0.613,164,12,3.7,94,11.1,68.8,"Asia",0
"2549","Tajikistan",0,0.2,0.608,166,12,3.7,96,11.1,68.1,"Asia",0
"2550","Tajikistan",0,0.2,0.603,171,12,3.8,93,11.1,67.3,"Asia",0
"2551","Tajikistan",0,0.2,0.601,174,12,3.8,93,11.1,66.7,"Asia",0
"2552","Tajikistan",0,0.3,0.592,178,12,3.8,86,10.8,66.4,"Asia",0
"2553","Tajikistan",0,0.3,0.586,181,12,3.8,86,10.9,66.1,"Asia",0
"2554","Tajikistan",0,0.3,0.579,183,12,3.9,83,10.7,65.9,"Asia",0
"2555","Tajikistan",0,0.3,0.572,194,12,3.9,84,10.6,65.5,"Asia",0
"2556","Tajikistan",0,0.3,0.563,177,13,3.9,86,10.5,65.9,"Asia",0
"2558","Tajikistan",0,0.3,0.543,193,15,4,85,9.8,64.3,"Asia",0
"2559","Tajikistan",0,0.3,0.535,194,16,4.1,85,9.7,64,"Asia",0
"2560","Tajikistan",0,0.3,0.529,198,17,4.1,83,9.6,63.7,"Asia",0
"2561","Thailand",0,0.1,0.738,148,9,7.7,99,13.6,74.9,"Asia",1
"2562","Thailand",0,0.1,0.737,152,10,7.8,99,13.6,74.6,"Asia",1
"2577","The former Yugoslav republic of Macedonia",0,0.1,0.746,12,0,2.1,91,12.9,75.7,"Europe",1
"2578","The former Yugoslav republic of Macedonia",0,0.1,0.743,12,0,2.2,95,12.9,75.5,"Europe",1
"2579","The former Yugoslav republic of Macedonia",0,0.1,0.741,14,0,2.2,98,12.9,75.3,"Europe",1
"2580","The former Yugoslav republic of Macedonia",0,0.1,0.739,15,0,2.2,95,12.9,75.1,"Europe",1
"2581","The former Yugoslav republic of Macedonia",0,0.1,0.735,17,0,2.3,96,12.9,74.9,"Europe",1
"2582","The former Yugoslav republic of Macedonia",0,0.1,0.732,18,0,2.3,95,13,74.7,"Europe",1
"2583","The former Yugoslav republic of Macedonia",0,0.1,0.73,111,0,2.4,96,13,74.4,"Europe",1
"2584","The former Yugoslav republic of Macedonia",0,0.1,0.714,111,0,2.4,95,12.2,74.2,"Europe",1
"2585","The former Yugoslav republic of Macedonia",0,0.1,0.709,12,0,2.5,95,12.2,73.5,"Europe",1
"2586","The former Yugoslav republic of Macedonia",0,0.1,0.703,122,0,2.5,93,12.1,73.7,"Europe",1
"2587","The former Yugoslav republic of Macedonia",0,0.1,0.286,12,0,2.6,97,11.9,73.6,"Europe",1
"2588","The former Yugoslav republic of Macedonia",0,0.1,0.286,12,0,2.6,94,11.9,73.5,"Europe",1
"2589","The former Yugoslav republic of Macedonia",0,0.1,0.286,126,0,2.7,96,11.9,73.2,"Europe",1
"2590","The former Yugoslav republic of Macedonia",0,0.1,0.286,128,0,2.7,96,11.9,72.8,"Europe",1
"2591","The former Yugoslav republic of Macedonia",0,0.1,0.286,126,0,2.8,91,11.8,73.1,"Europe",1
"2592","The former Yugoslav republic of Macedonia",0,0.1,0.286,125,0,2.8,95,11.7,72.6,"Europe",1
"2593","Timor-Leste",0,0.1,0.603,152,2,11.1,76,12.5,68.3,"Asia",0
"2594","Timor-Leste",0,0.1,0.612,155,2,11.1,77,12.5,68,"Asia",0
"2595","Timor-Leste",0,0.1,0.62,158,2,11.2,82,12.5,67.7,"Asia",0
"2596","Timor-Leste",0,0.1,0.618,159,2,11.3,83,12.5,67.4,"Asia",0
"2597","Timor-Leste",0,0.1,0.607,161,3,11.3,67,12.5,67.2,"Asia",0
"2598","Timor-Leste",0,0.1,0.599,163,3,11.3,72,12.4,66.9,"Asia",0
"2599","Timor-Leste",0,0.1,0.599,165,3,11.3,72,12.1,66.6,"Asia",0
"2600","Timor-Leste",0,0.1,0.566,168,3,11.3,79,11.7,66.2,"Asia",0
"2601","Timor-Leste",0,0.1,0.541,173,3,11.3,65,11.3,65.8,"Asia",0
"2602","Timor-Leste",0,0.1,0.511,186,3,11.3,65,11,64.9,"Asia",0
"2603","Timor-Leste",0,0.1,0.492,26,3,11.3,65,10.6,63.7,"Asia",0
"2604","Timor-Leste",0,0.1,0.484,229,3,11.3,65,10.2,62.3,"Asia",0
"2605","Timor-Leste",0,0.1,0.485,25,4,11.3,65,9.8,61,"Asia",0
"2606","Timor-Leste",0,0.1,0.475,261,4,11.3,65,9.8,62,"Asia",0
"2607","Timor-Leste",0,0.1,0.47,269,4,11.3,89,9.8,59.4,"Asia",0
"2608","Timor-Leste",0,0.1,0.286,276,4,11.3,86,6.8,58.7,"Asia",0
"2609","Togo",0,1,0.484,287,20,6.2,88,12,59.9,"Africa",0
"2610","Togo",0,1,0.475,285,20,6.4,87,12,59.7,"Africa",0
"2611","Togo",0,1,0.47,287,20,6.6,84,12,59.4,"Africa",0
"2612","Togo",0,1,0.464,294,21,6.8,84,12,58.9,"Africa",0
"2613","Togo",0,1,0.457,34,21,7,85,11.5,58.3,"Africa",0
"2614","Togo",0,1,0.449,323,21,7.2,83,11,57.4,"Africa",0
"2615","Togo",0,1,0.442,336,22,7.4,78,10.6,56.7,"Africa",0
"2616","Togo",0,1,0.441,344,22,7.6,81,10.1,56.2,"Africa",0
"2617","Togo",0,1,0.443,344,22,7.8,82,10.6,55.9,"Africa",0
"2618","Togo",0,1,0.436,345,22,8,84,10.2,55.7,"Africa",0
"2619","Togo",0,1,0.435,357,22,8.3,82,10.1,55,"Africa",0
"2620","Togo",0,1,0.432,355,22,8.5,71,10,54.9,"Africa",0
"2621","Togo",0,1,0.428,355,22,8.7,72,9.9,54.7,"Africa",0
"2622","Togo",0,1,0.428,351,22,8.9,65,9.7,54.7,"Africa",0
"2625","Tonga",0,0.1,0.718,133,0,0.5,78,14.3,73.5,"Oceania",1
"2626","Tonga",0,0.1,0.716,135,0,0.5,65,14.3,73.3,"Oceania",1
"2627","Tonga",0,0.1,0.718,137,0,0.5,82,14.3,73.2,"Oceania",1
"2628","Tonga",0,0.1,0.717,138,0,0.5,77,14.4,73,"Oceania",1
"2629","Tonga",0,0.1,0.712,14,0,0.5,82,14.4,72.9,"Oceania",1
"2630","Tonga",0,0.1,0.707,142,0,0.5,82,14.4,72.8,"Oceania",1
"2631","Tonga",0,0.1,0.703,147,0,0.5,84,14.5,72.5,"Oceania",1
"2632","Tonga",0,0.1,0.698,145,0,0.5,86,14.5,72.6,"Oceania",1
"2633","Tonga",0,0.1,0.698,146,0,0.5,87,14.5,72.5,"Oceania",1
"2634","Tonga",0,0.1,0.695,148,0,0.5,88,14.6,72.4,"Oceania",1
"2635","Tonga",0,0.1,0.694,15,0,0.5,89,14.6,72.3,"Oceania",1
"2636","Tonga",0,0.1,0.693,151,0,0.5,65,14.6,72.2,"Oceania",1
"2637","Tonga",0,0.1,0.683,153,0,0.5,65,13.7,72,"Oceania",1
"2638","Tonga",0,0.1,0.679,155,0,0.5,84,13.5,71.9,"Oceania",1
"2639","Tonga",0,0.1,0.674,157,0,0.5,89,13.2,71.8,"Oceania",1
"2640","Tonga",0,0.1,0.676,158,0,0.5,91,13.7,71.6,"Oceania",1
"2641","Trinidad and Tobago",0,0.3,0.779,17,0,5.9,96,12.7,71.2,"Americas",1
"2642","Trinidad and Tobago",0,0.3,0.778,171,0,6,92,12.7,71.1,"Americas",1
"2643","Trinidad and Tobago",0,0.3,0.773,172,0,6,92,12.7,71,"Americas",1
"2644","Trinidad and Tobago",0,0.4,0.772,174,0,6.1,92,12.6,78,"Americas",1
"2645","Trinidad and Tobago",0,0.4,0.774,176,0,6.2,65,12.6,76,"Americas",1
"2646","Trinidad and Tobago",0,0.4,0.772,179,0,6.3,65,12.5,74,"Americas",1
"2647","Trinidad and Tobago",0,0.2,0.773,183,0,6.4,65,12.5,71,"Americas",1
"2648","Trinidad and Tobago",0,0.3,0.767,185,0,6.4,65,12.4,69.9,"Americas",0
"2649","Trinidad and Tobago",0,0.7,0.76,187,0,6.5,88,12.4,69.7,"Americas",0
"2650","Trinidad and Tobago",0,0.6,0.751,188,0,6.6,92,12.3,69.6,"Americas",0
"2651","Trinidad and Tobago",0,0.5,0.745,189,0,6.7,95,12.3,69.5,"Americas",0
"2652","Trinidad and Tobago",0,1,0.736,19,0,6.8,94,12.2,69.4,"Americas",0
"2653","Trinidad and Tobago",0,0.5,0.729,191,1,6.9,91,12,69.3,"Americas",0
"2654","Trinidad and Tobago",0,1,0.721,192,1,7,96,11.9,69.2,"Americas",0
"2655","Trinidad and Tobago",0,1,0.715,194,1,7.1,91,11.8,69.1,"Americas",0
"2656","Trinidad and Tobago",0,0.9,0.709,197,1,7.2,65,11.7,69.1,"Americas",0
"2657","Tunisia",0,0.1,0.723,12,3,6.4,98,14.6,75.3,"Africa",1
"2658","Tunisia",0,0.1,0.722,12,3,6.4,98,14.7,75.1,"Africa",1
"2659","Tunisia",0,0.1,0.72,13,3,6.3,98,14.7,74.9,"Africa",1
"2660","Tunisia",0,0.1,0.717,13,3,6.3,97,14.6,74.9,"Africa",1
"2661","Tunisia",0,0.1,0.714,13,3,6.3,98,14.5,74.8,"Africa",1
"2662","Tunisia",0,0.1,0.71,12,3,6.3,98,14.4,74.8,"Africa",1
"2663","Tunisia",0,0.1,0.706,12,3,6.3,99,14.4,74.7,"Africa",1
"2664","Tunisia",0,0.1,0.701,12,3,6.3,99,14.3,74.7,"Africa",1
"2665","Tunisia",0,0.1,0.695,12,4,6.3,98,14.3,74.6,"Africa",1
"2666","Tunisia",0,0.1,0.689,12,4,6.3,99,14.2,74.4,"Africa",1
"2667","Tunisia",0,0.1,0.683,14,4,6.3,98,13.9,74.2,"Africa",1
"2668","Tunisia",0,0.1,0.673,15,4,6.3,97,13.6,74,"Africa",1
"2669","Tunisia",0,0.1,0.667,17,4,6.3,95,13.5,73.7,"Africa",1
"2670","Tunisia",0,0.1,0.662,19,5,6.4,96,13.3,73.5,"Africa",1
"2671","Tunisia",0,0.1,0.654,12,5,6.4,98,13.1,73.2,"Africa",1
"2672","Tunisia",0,0.1,0.646,112,5,6.5,97,12.8,72.9,"Africa",1
"2673","Turkey",0,0.1,0.764,16,18,4.8,97,14.5,75.8,"Asia",1
"2674","Turkey",0,0.1,0.759,17,19,4.7,96,14.5,75.5,"Asia",1
